Date,Vicki time,Conditions,1610 TE (Sky),FLIRi3 (Sky),AMES 1 (Sky),AMES 2 (Sky),AMES 3 (Sky),1610 TE (Ground),FLIRi3 (Ground),AMES 1 (Ground),AMES 2 (Ground),AMES 3 (Ground),comments
9/15/2019,9:40,overcast,7.8,5.5,10.3,11.1,-Inf,24.5,23.8,23.3,24.1,-Inf,it was raining while measurements were taken
9/16/2019,10:38,clear sky,NaN,-31.5,-9.8,-8.8,-Inf,32.3,32.7,34,34.3,-Inf,
9/17/2019,9:13,clear sky,NaN,-34.3,-13,-11.6,-Inf,27.2,26.5,28.6,29,-Inf,
9/18/2019,10:14,clear sky,NaN,-36.5,-11.4,-10.8,-Inf,32.2,32.4,34.7,34.6,-Inf,
9/19/2019,10:42,clear sky,NaN,-36.6,-12.3,-11.5,-Inf,34.7,35.4,36.7,37.6,-Inf,
9/20/2019,17:08,clear sky,NaN,NaN,-12.9,-12.3,-Inf,33.5,33.6,24.8,35.1,-Inf,
9/21/2019,16:47,clear sky,NaN,-32,-7.8,-6.8,-Inf,35.1,35.2,36.4,36.7,-Inf,
9/22/2019,17:31,clear sky,NaN,NaN,-18.6,-17.4,-Inf,31.1,31.4,32,32.3,-Inf,ABQ sounding was incomplete  hence the n/a
9/23/2019,10:04,clear sky,NaN,-39.1,-15.1,-13.9,-Inf,27.6,27.8,30.2,30.1,-Inf,
9/24/2019,11:09,overcast,-10.5,-12.6,0.8,0.9,-Inf,29.9,29.7,31,31.1,-Inf,
9/25/2019,10:18,clear sky,NaN,-36.5,-12.5,-12.5,-Inf,30.7,30.5,32.7,32.8,-Inf,
9/26/2019,11:07,clear sky,NaN,-35.8,-11.5,-10.9,-Inf,36.3,36.5,38.3,38.2,-Inf,
9/27/2019,10:01,clear sky,NaN,NaN,-16.5,-15,-Inf,29.9,30.9,31.1,31.8,-Inf,
9/28/2019,10:50,clear sky,NaN,-38.6,-13.9,-12,-Inf,31.9,32,34,35.3,-Inf,
9/29/2019,11:27,clear sky,NaN,-36.7,-13.9,-15.5,-Inf,34.3,35.2,36,34.4,-Inf,
9/30/2019,11:11,clear sky,NaN,-36.3,-14.9,-13.8,-Inf,35.5,35.7,35.5,36.2,-Inf,
10/1/2019,12:07,overcast,2.8,0.4,9.8,11.4,-Inf,29.9,29.3,30.7,31.4,-Inf,
10/2/2019,10:02,clear sky,NaN,NaN,-22.2,-21,-Inf,28,27.7,28.9,29.5,-Inf,
10/3/2019,10:57,overcast,5.5,2.8,9.5,10.2,-Inf,27.6,27.3,28.3,28.7,-Inf,
10/4/2019,10:11,overcast,11.2,12.4,13.8,16.2,-Inf,22.5,21.6,21.8,22.5,-Inf,
10/5/2019,9:54,clear sky,NaN,NaN,-21.3,-18.7,-Inf,23.5,22.4,25.1,25.6,-Inf,
10/6/2019,11:52,clear sky,NaN,NaN,-19.4,-19.5,-Inf,34.3,34.9,36.8,36.6,-Inf,
10/7/2019,10:46,clear sky,NaN,NaN,-20.5,-19.3,-Inf,27.6,28,29.1,29.6,-Inf,
10/8/2019,10:35,overcast,4.4,2.4,9,9.3,-Inf,25.5,24.6,25.1,25.6,-Inf,
10/9/2019,10:42,clear sky,NaN,NaN,-17.4,-15.9,-Inf,27.6,27.5,29.6,29.3,-Inf,
10/10/2019,10:55,clear sky,NaN,NaN,-21.4,-18,-Inf,28.5,28.6,30.7,31.7,-Inf,
10/11/2019,11:23,clear sky,NaN,NaN,-47.7,-46.5,-Inf,24,23.1,23.9,24,-Inf,
10/12/2019,18:20,overcast,0.4,-0.5,3.1,3,-Inf,20.4,20.4,20.7,21.3,-Inf,
10/13/2019,18:31,clear sky,NaN,NaN,-18.8,-17.9,-Inf,21.5,21.1,21.6,22.2,-Inf,
10/14/2019,15:11,clear sky,NaN,NaN,-16.6,-14.9,-Inf,34.7,35.6,36.9,37.1,-Inf,
10/15/2019,8:55,clear sky,NaN,NaN,-27.2,-25,-Inf,16.2,14.7,16.3,17,-Inf,
10/16/2019,11:45,clear sky,NaN,NaN,-27.3,-25.4,-Inf,28.5,28.6,29.9,30.8,-Inf,
10/17/2019,16:15,clear sky,NaN,NaN,-16.2,-14.7,-Inf,32.7,33.1,34.1,34.4,-Inf,
10/18/2019,18:10,clear sky,NaN,NaN,-26.2,-24.6,-Inf,19.1,17.9,18.1,18.6,-Inf,
